AP,Localisation,ID,Genre,Nom vernaculaire,Famille,Species,Construction,Bois de chauffe,Pharmaceutique,Valeur culturelle,Cosmetique,Vannerie,Nourriture,Betail,Outils diverses,Commerce
Mariarano,Mariarano,Inf_25,Homme,Mandravasarotra,CANELLACEAE,Cinnamosma fragrans,0,0,1,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_25,Homme,Oviala,DIOSCORACEAE,Dioscorea ovinala,0,0,0,0,0,0,1,1,0,0
Mariarano,Mariarano,Inf_26,Femme,Goavy,MYRTACEAE,Psidium guajava,0,1,1,0,0,0,1,1,0,0
Mariarano,Mariarano,Inf_26,Femme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,1,0,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_26,Femme,Madiro,FABACEAE,Tamarindus indica,1,1,0,0,1,0,1,0,0,0
Mariarano,Mariarano,Inf_26,Femme,Aviavy,MORACEAE,Ficus carica,1,1,0,0,1,0,0,0,0,0
Mariarano,Mariarano,Inf_26,Femme,Manary,FABACEAE,Dalbergia sp,1,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_26,Femme,Satrana,ARECACEAE,Bismarckia nobilis,1,1,0,0,0,1,0,0,0,0
Mariarano,Mariarano,Inf_26,Femme,Fomby,ARECACEAE,Raphia farinifera,1,0,0,0,0,1,1,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Malazovoavy,VERBENACEAE,Clerodendron sp,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Tsimelondraha,,,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Satrana,ARECACEAE,Bismarckia nobilis,1,0,0,0,0,1,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Madiro,FABACEAE,Tamarindus indica,0,0,0,0,1,0,1,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Tany manara,,,1,0,0,0,1,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Mangarahara,BOIGNONIACEAE,Stereospermum euphorioides,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Bontaka,APOCYNACEAE,Pachypodium sp,1,0,0,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Sely,MALVACEAE,Grewia sp,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_27,Femme,Manary,FABACEAE,Dalbergia sp,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_28,Homme,Goavy,MYRTACEAE,Psidium guajava,1,1,1,1,0,0,1,1,0,0
Mariarano,Mariarano,Inf_28,Homme,Madiro,FABACEAE,Tamarindus indica,1,1,1,1,0,0,1,0,0,0
Mariarano,Mariarano,Inf_28,Homme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,0,0,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_28,Homme,Katrafay,RUTACEAE,Cedrelopsis grevei,1,0,1,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_28,Homme,Mokonazy,RHAMNACEAE,Zizyphus mauritiana,1,1,1,1,0,0,1,1,0,0
Mariarano,Mariarano,Inf_28,Homme,Godroa,APOCYNACEAE,Mascarenhasia lisianthiflora,1,1,1,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_28,Homme,Mandravasarotra,CANELLACEAE,Cinnamosma fragrans,1,1,1,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Motso,ANACARDIACEAE,Abrahamia deflexa,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Mandravasarotra,CANELLACEAE,Cinnamosma fragrans,1,0,1,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,0,0,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Katrafay,RUTACEAE,Cedrelopsis grevei,0,0,1,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Manary tsiandala,FABACEAE,Dalbergia tsiandalana,1,0,0,0,1,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Madiro,FABACEAE,Tamarindus indica,0,0,0,0,1,0,1,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Tsitolomina,RHIZOPHORACEAE,Bruguiera gymnorrhiza,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Afiafy,AVICENNIACEAE,Avicennia marina,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Honkovavy,RHIZOPHORACEAE,Ceriops tagal,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Honkolahy,RHIZOPHORACEAE,Rhizophora mucronata ,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Aviavy,MORACEAE,Ficus carica,0,0,0,0,1,0,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Satrana,ARECACEAE,Bismarckia nobilis,1,0,0,0,0,1,0,0,0,0
Mariarano,Mariarano,Inf_29,Femme,Fomby,ARECACEAE,Raphia farinifera,1,0,0,0,0,1,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Mandravasarotra,CANELLACEAE,Cinnamosma fragrans,1,1,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Samanta,APOCYNACEAE,Cerbera venenifera,0,1,0,1,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Mokonazy,RHAMNACEAE,Zizyphus mauritiana,0,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Satrana,ARECACEAE,Bismarckia nobilis,1,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Fomby,ARECACEAE,Raphia farinifera,1,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,1,0,1,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_30,Homme,Katrafay,RUTACEAE,Cedrelopsis grevei,1,1,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Satrana,ARECACEAE,Bismarckia nobilis,1,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Satramira,ARECACEAE,hyphaena sahtan,1,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Mandravasarotra,CANELLACEAE,Cinnamosma fragrans,0,1,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Manary,FABACEAE,Dalbergia sp,0,1,0,1,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Manga,ANACARDIACEAE,Manguifera indica,0,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Katrafay,RUTACEAE,Cedrelopsis grevei,1,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Inf_31,Homme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_32,Homme,Kitata,EUPHORBIACEAE,Bridelia pervilleana,1,0,0,1,0,0,0,0,0,0
Mariarano,Mariarano,Inf_32,Homme,Satrana,ARECACEAE,Bismarckia nobilis,1,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Inf_32,Homme,Tsitolomina,RHIZOPHORACEAE,Bruguiera gymnorrhiza,1,0,0,0,0,0,0,0,0,0
