ap,site,tf,nv,sp,famille,dhp,hfut,hmax,forme,type,phenologie,diameter_class,reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.23,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.6,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,3.5,3,3.9,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,1.7,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2.5,1.7,2.2,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,3.5,5,5.8,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1,1.45,2.1,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1,1.33,2.2,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4.5,2,5,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,3,3.6,4.8,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.17,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2,1.2,3.1,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4.6,3.2,4.6,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4,4,5,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.18,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2,2.2,3.68,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1,1.8,3,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2,2.9,4.3,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,5.5,4.2,7.6,Arbre,,,"[5,10)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,5,2.45,6,Arbre,,,"[5,10)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4,3.6,5,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.26,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.22,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.8,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.6,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.5,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.4,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.7,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.6,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.65,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,1.54,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.5,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2.7,2.08,3,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.4,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.33,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.35,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.35,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.4,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2.5,1.3,3,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,6,2.2,7.3,Arbre,,,"[5,10)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4,4.6,5.2,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.49,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.4,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.35,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1.5,2,2.6,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,2.7,3,3.8,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1.5,1,2.45,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.35,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,0.8,1.5,2,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2.09,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,4.5,1.8,4.6,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,1,1.7,2.3,Arbre,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,2.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.35,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.3,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.1,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.21,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.18,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.33,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.34,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.2,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.25,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Sarigodroa,Coptosperma nigrescens,RUBIACEAE,NA,NA,0.15,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza,Croton sp,EUPHORBIACEAE,NA,NA,0.6,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza,Croton sp,EUPHORBIACEAE,NA,NA,0.7,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza,Croton sp,EUPHORBIACEAE,NA,NA,0.5,Arbre,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.4,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.3,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.5,0.53,3,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,2,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,2.3,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,2,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.8,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.4,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.35,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.6,1.8,3.1,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.2,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.5,2,3.2,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,0.7,1.8,2.3,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.8,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.9,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.3,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.2,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.2,2.2,3.2,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.6,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.5,1.8,3,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,2,1.42,3,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,2,1.2,4.25,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.6,1.7,4,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.3,2,2.5,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.6,1.1,3.29,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.22,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.09,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.8,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,1.6,2.32,3.4,Arbuste,,,"[0,5)",reg
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,1,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.6,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.5,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.45,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,NA,NA,0.4,Arbuste,,,NA,cotyledon
Ankarafantsika,Foret de Befandrama Betsitipahy I,,Lazalaza vavy,Croton argyrodaphne,EUPHORBIACEAE,2,3,4.42,Arbuste,,,"[0,5)",reg
