ap,site,tf,nv,sp,famille,dhp,hfut,hmax,forme,type,phenologie,diameter_class,reg
Mariarano,Ambongalatsaka,Foret,Ambay,Isolona madagascariensis,ANNONACEAE,1.24,0.65,1.1,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Ambay,Isolona madagascariensis,ANNONACEAE,1,0.32,1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.05,1.12,3.02,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,4,3,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,4,1.8,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,7,2,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,7,6,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,6,2,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,5,1,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,4,0.5,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2,0.51,1.25,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.31,0.63,1.1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.75,1,1.8,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.2,0.8,1.15,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.3,1,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.2,1.3,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2,1.2,1.8,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,0.5,NA,0.65,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,9,2.5,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.12,NA,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1,0.3,1.15,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,7,2,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,3.5,1.5,NA,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,NA,NA,5,Arbuste,Phanerophyte,,NA,cotyledon
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.5,1,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.5,0.75,4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1.04,0.34,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.4,1.15,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,2.23,1,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,1,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriandalotra,Uvaria combretifolia,ANNONACEAE,0.5,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Ampoly beravina,Uvaria sp,ANNONACEAE,6,1.2,4,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Ampoly madini-dravina,Uvaria sp,ANNONACEAE,7.5,6,NA,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Boroa,Sclerocroton melanostictus,EUPHORBIACEAE,7,3,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,6,4,7.3,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,3,NA,2.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,6,5,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,1.5,NA,1.75,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,0.5,NA,0.61,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,3,NA,1.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,0.3,NA,0.43,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandrakala,Pandanus sp,PANDANACEAE,3,NA,1.67,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fandriantomendry,Albizia glaberrima,FABACEAE,5,1.8,7,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Fandriantomendry,Albizia glaberrima,FABACEAE,4,2,6,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,13,5,8,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,2.5,1.8,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,2.6,7,12,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,2,1,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,1.43,0.75,1.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,2,1.3,2.2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,1.5,0.5,1.55,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,1,0.34,1.1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Fanjavala,Prockiopsis hildebrandtii,FLACOURTIACEAE,2.5,1.8,10,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hatokombilahy,Clerodendron sp,VERBENACEAE,4,0.75,7,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hatokombilahy,Clerodendron sp,VERBENACEAE,1.1,0.75,1,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,9,10,12,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,5,6,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,22,2,11,Arbre,Phanerophyte,,"[20,30)",sem
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,1,0.6,1.1,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,3,2,4,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,7,5,7,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,6.5,4.5,7,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,2.5,3,4.5,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,2.5,2.5,4,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,13,7,10,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,6,9,11,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,6.5,2,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,20,7,10,Arbre,Phanerophyte,,"[20,30)",sem
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,2.2,1,2.35,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,2,1.1,2.01,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,0.5,NA,0.65,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,0.3,NA,0.8,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,0.5,NA,1,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,0.2,NA,0.25,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,1,0.5,1.1,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomafana,Diospyros haplostylis,EBENACEAE,2,1,2.5,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,20,4.5,9,Arbuste,Phanerophyte,,"[20,30)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,2.2,10,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,11,7,10,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,9,11,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,6,9,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,18,6,12,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,4,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,16,3,8,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,3,10,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,11,1.5,10,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,1.4,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,1.5,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,11,1.8,10,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,4,5,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,53,6,10,Arbuste,Phanerophyte,,"[30,85]",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,2.3,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,1.9,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,8,3,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,5,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3.5,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,2,4,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,4,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,5,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.45,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,1.2,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,9,5,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,2,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,3,7,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,NA,0.65,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,2,5,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,2,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,3,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,1.2,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,11,1,8,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,2,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,1,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,1.8,4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.56,1.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2.2,0.8,2.56,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4.5,2,4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,NA,0.65,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,4,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.45,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,6,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,2,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,4,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,12,6,9,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,7,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,8,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,7,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2.5,3,4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,6,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,5,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,3,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.65,1.1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,8,1.72,12,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,2,10,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.65,1.12,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,1,2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,0.75,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,1,11,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.75,0.56,1.3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.75,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.12,NA,0.8,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.65,1.09,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2,1.3,3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2.5,1,3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2,1,2.5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,NA,0.56,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,0.5,2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2.6,1,3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1.8,1.8,2.7,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,2.1,11,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.5,NA,0.75,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1.75,1,2.1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Tabernaemontana coffeoides,LOGANIACEAE,5,3,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Diospyros pervillei,LOGANIACEAE,2.3,1.5,3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Hazomby,Landolphia perrieri,LOGANIACEAE,2,0.8,2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,1,NA,1.15,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.3,NA,1.8,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.5,NA,2,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.3,NA,1.5,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.23,0.5,1.5,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.3,NA,1,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.23,NA,0.75,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.5,NA,1.3,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.25,NA,0.5,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.18,NA,0.5,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vaheny,Landolphia perrieri,APOCYNACEAE,0.3,NA,0.75,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Kitata,Bridelia pervilleana,EUPHORBIACEAE,25,1.5,11,Arbuste,Phanerophyte,,"[20,30)",sem
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,2,0.75,2.2,Arbuste,Phanerophyte,,"[0,5)",reg
